5	header
postResults v2.0.2	--cr f,p --co totalshear geom_load.spectralOut
addCauchy v2.0.2	postProc/geom_load.txt
addStrainTensors v2.0.2	--logarithmic --left postProc/geom_load.txt
addMises v2.0.2	--stress Cauchy --strain ln(V) postProc/geom_load.txt
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	totalshear	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	Mises(ln(V))	Mises(Cauchy)
17	nan	nan	1	1	0.5	0.5	0.5	1.00080533333	-1.28112828543e-22	9.31400846091e-21	5.18264196681e-23	0.999720560428	3.6263759613e-21	-9.22306382997e-23	-4.27910870631e-22	0.9997200456	56107111.303	-22587.5646714	3218.80488942	-22563.0859138	-3292.91937897	30329.4134245	3215.30488582	30329.3975647	-3211.65734757	1.84885538591e-05	56138510.4556	-22575.7089594	3217.11375336	-22575.7128654	-3291.19099859	30313.4785771	3217.10426288	30313.4783363	-3209.96996678	0.000805009223112	0.0	0.0	0.0	-0.000279478622513	0.0	0.0	0.0	-0.000279993594549	0.000723163615548	56141799.4813
18	nan	nan	1	1	0.5	0.5	0.5	1.00083466667	3.91434144322e-22	-6.37608264497e-21	1.35160019621e-23	0.999709363829	-6.20366718604e-21	-8.69315125005e-23	-1.23818597942e-23	0.999708895037	57709219.4125	-23633.4779867	4284.07425775	-23606.9122784	-6606.45213342	33334.0528423	4279.2426561	33334.0379137	-6501.0587154	3.26360319906e-05	57742805.8925	-23620.6444481	4281.74589608	-23620.6513845	-6602.86467336	33315.9360389	4281.73315414	33315.9367412	-6497.52543959	0.000834318529482	0.0	0.0	0.0	-0.000290678413877	0.0	0.0	0.0	-0.000291147342275	0.000750154320561	57749399.886
19	nan	nan	1	1	0.5	0.5	0.5	1.000864	-3.55054353241e-22	-1.40584805788e-20	1.09407560707e-23	0.999697706617	-1.52256808907e-21	-5.18021858611e-23	-8.48118621808e-22	0.999697300684	59105213.059	-24764.1645671	5730.23002147	-24735.317936	-10672.7762492	36845.9120486	5723.53688888	36845.9	-10597.9053634	5.31461775101e-05	59140987.513	-24750.2786917	5727.01461526	-24750.2894156	-10666.7917614	36825.2366875	5727.00115872	36825.2395988	-10591.9585566	0.000863626966852	0.0	0.0	0.0	-0.000302339082855	0.0	0.0	0.0	-0.000302745138685	0.000777446087095	59151667.6427
20	nan	nan	1	1	0.5	0.5	0.5	1.00089333333	-3.99040328549e-22	-8.09747781143e-21	-1.08147402743e-23	0.999685586529	-6.87031659862e-21	-3.96529706143e-23	-2.69298988174e-22	0.999685249574	60288678.2241	-25971.2310384	7458.41985084	-25939.9060962	-14104.4859913	40602.8650797	7449.40658181	40602.8574533	-14134.2916926	8.03120440961e-05	60326627.5902	-25956.2205113	7454.10661417	-25956.234253	-14096.334057	40579.3842661	7454.09569203	40579.3903218	-14126.1177702	0.000892934545262	0.0	0.0	0.0	-0.000314462909279	0.0	0.0	0.0	-0.000314799970312	0.000805044013559	60340797.8801
21	nan	nan	1	1	0.5	0.5	0.5	1.00092266667	3.45897205366e-22	7.49984628121e-22	-3.2072635782e-23	0.999673051836	-4.06132756066e-21	-5.05614149423e-23	3.52534037312e-22	0.999672777262	61276132.9714	-27238.081319	9297.57067817	-27204.0899997	-15611.8712392	44319.2792971	9285.95417739	44319.2758892	-15791.1851237	0.000113716644958	61316237.71	-27221.8804342	9292.03804222	-27221.8948589	-15602.585485	44292.9065546	9292.03176008	44292.9153144	-15781.7883811	0.000922241274753	0.0	0.0	0.0	-0.000327001623204	0.0	0.0	0.0	-0.000327276287042	0.000832920168346	61331998.1136
22	nan	nan	1	1	0.5	0.5	0.5	1.000952	1.83427300834e-22	-1.85206062268e-20	-1.09730678134e-23	0.999660172965	7.71662576284e-21	2.69350686963e-23	1.11576324876e-21	0.999659944006	62097110.675	-28544.2997344	11073.9725439	-28507.4729024	-15011.4054096	47788.6291339	11059.6769063	47788.6278081	-15330.1822831	0.000152501319765	62139350.9843	-28526.8521333	11067.201083	-28526.8645369	-15002.2297418	47759.4075667	11067.2000289	47759.4171803	-15320.808255	0.000951547135395	0.0	0.0	0.0	-0.000339884789291	0.0	0.0	0.0	-0.00034011382615	0.000861030972231	62154590.1465
23	nan	nan	1	1	0.5	0.5	0.5	1.00098133333	4.18417680633e-22	-2.06863007798e-21	5.14402943431e-24	0.999647020856	-6.90287391054e-21	4.12556330511e-23	-8.830153039e-23	0.999646814879	62784402.604	-29869.0429259	12656.7645494	-29829.2358112	-13099.3785232	50915.5462892	12639.8942462	50915.5440811	-13512.5649992	0.000195664669288	62828762.198	-29850.3028575	12648.8209912	-29850.311313	-13091.1598719	50883.5909974	12648.8248174	50883.5992752	-13504.084329	0.000980852137229	0.0	0.0	0.0	-0.000353041455802	0.0	0.0	0.0	-0.000353247505555	0.000889331086562	62842146.7097
24	nan	nan	1	1	0.5	0.5	0.5	1.00101066667	1.13980964766e-21	-4.07807796807e-21	-6.57026975611e-23	0.999633658211	-3.59156652092e-21	1.0096773352e-22	-5.51315878267e-22	0.999633450528	63368116.6645	-31191.7384884	13968.8533173	-31148.8344241	-10759.3878495	53693.9195274	13949.6423691	53693.9137991	-11218.1555067	0.000242268352545	63414584.1436	-31171.6718263	13959.8637984	-31171.675687	-10752.4659846	53659.3653306	13959.8715624	53659.3707542	-11210.9361724	0.00101015629029	0.0	0.0	0.0	-0.000366408908546	0.0	0.0	0.0	-0.000366616667678	0.00091777939344	63425661.53
25	nan	nan	1	1	0.5	0.5	0.5	1.00104	-1.52268441135e-21	-1.46642320499e-21	-1.0376916161e-22	0.999620136656	1.84589748088e-20	9.22564876938e-23	1.42585258089e-22	0.999619903035	63873100.4245	-32490.3249397	14978.9802411	-32444.2407802	-8493.77315494	56167.5053951	14957.7410337	56167.4943605	-8959.24011912	0.000291532856947	63921669.1266	-32468.9114415	14969.1045002	-32468.9111759	-8488.17513779	56130.4737866	14969.1148055	56130.4758775	-8953.33323274	0.00103945957466	0.0	0.0	0.0	-0.000379935510356	0.0	0.0	0.0	-0.000380169220162	0.000946341302899	63930493.7982
26	nan	nan	1	1	0.5	0.5	0.5	1.00106933333	-5.35082458745e-23	1.71619297589e-21	-4.32686546199e-23	0.999606496021	1.28919200394e-20	1.35554222882e-22	-9.62528040282e-22	0.999606213825	64318466.0362	-33739.9046183	15688.1545709	-33690.5979551	-6517.23239895	58397.4701404	15665.2367685	58397.4527049	-6962.30513569	0.000342855806266	64369133.2466	-33717.1412973	15677.5658087	-33717.1379011	-6512.835414	58358.0546105	15677.5771413	58358.0536617	-6957.60590907	0.00106876200037	0.0	0.0	0.0	-0.000393581422007	0.0	0.0	0.0	-0.000393863729136	0.000974989730918	64375980.0387
27	nan	nan	1	1	0.5	0.5	0.5	1.00109866667	-1.06225500288e-21	-1.15104508682e-20	-2.32240650497e-23	0.999592765642	-3.7257765753e-21	2.03279635535e-22	-1.3048774163e-21	0.999592414014	64718290.6129	-34914.1817493	16116.4215005	-34861.6565468	-4917.37334803	60443.2437761	16092.1837913	60443.2191114	-5326.60156573	0.000395790788723	64771056.6367	-34890.085509	16105.2929863	-34890.0799025	-4913.97959214	60401.5072468	16105.3040475	60401.5038467	-5322.92350598	0.00109806357747	0.0	0.0	0.0	-0.00040731730043	0.0	0.0	0.0	-0.000407669071745	0.00100370452959	64776293.7679
28	nan	nan	1	1	0.5	0.5	0.5	1.001128	1.24886662596e-21	1.38059287668e-20	-5.38426724112e-23	0.999578966809	1.93364841918e-20	1.53235208475e-22	-4.02216572854e-22	0.999578526444	65082741.7272	-35989.3006714	16292.0677253	-35933.6076319	-3703.99249703	62354.2205454	16266.8619575	62354.1877626	-4072.1299429	0.000450013657842	65137609.0433	-35963.9083172	16280.5656378	-35963.9010793	-3701.37913451	62310.1988956	16280.5755632	62310.1935867	-4069.25504724	0.00112736428601	0.0	0.0	0.0	-0.00042112185036	0.0	0.0	0.0	-0.000421562400944	0.00103247097244	65141619.6503
29	nan	nan	1	1	0.5	0.5	0.5	1.00115733333	-1.36252156524e-22	5.09137938833e-20	-6.27187081248e-23	0.999565115057	1.55371919395e-20	1.93198371819e-22	-6.75186174996e-22	0.999564567896	65419141.1578	-36947.753667	16243.9913767	-36888.9841774	-2823.64197485	64167.8311446	16218.1566563	64167.7891541	-3151.94514197	0.000505290338098	65476113.737	-36921.1188721	16232.2725674	-36921.1102576	-2821.6064756	64121.538915	16232.2808132	64121.5320549	-3149.67125231	0.00115666413605	0.0	0.0	0.0	-0.000434979532882	0.0	0.0	0.0	-0.000435526932087	0.00106127829275	65479230.8281
30	nan	nan	1	1	0.5	0.5	0.5	1.00118666667	-6.40496288057e-22	6.42570960431e-20	-2.39494636728e-23	0.999551221793	-1.6076255205e-21	2.56942977774e-23	2.87445262862e-22	0.999550550757	65732785.8875	-37780.5035755	15997.7775923	-37718.7789227	-2191.95732218	65910.6977628	15971.6407625	65910.6453621	-2484.3592701	0.000561451136236	65791868.6795	-37752.6917685	15985.9902279	-37752.681803	-2190.34373082	65862.1339289	15985.996599	65862.1257825	-2482.52876284	0.00118596313762	0.0	0.0	0.0	-0.000448878938077	0.0	0.0	0.0	-0.000449550275585	0.00109011856521	65794342.3312
31	nan	nan	1	1	0.5	0.5	0.5	1.001216	-9.45519138936e-22	-3.68332670024e-20	-3.04816055726e-22	0.999537295387	-1.86987796383e-20	-5.36633422394e-23	1.38800906786e-21	0.999536484165	66027535.9886	-38487.0686279	15574.8795538	-38422.5272788	-1729.63366469	67600.9793444	15548.7573377	67600.9152001	-1990.54500634	0.000618371869546	66088734.5518	-38458.1511545	15563.1646503	-38458.1397461	-1728.3340948	67550.1321485	15563.1689251	67550.1228759	-1989.04778495	0.0012152612708	0.0	0.0	0.0	-0.000462811693813	0.0	0.0	0.0	-0.000463623291672	0.00111898594047	66090735.8713
32	nan	nan	1	1	0.5	0.5	0.5	1.00124533333	-1.96615661725e-21	2.80557433299e-20	-2.65176009809e-22	0.999523341964	-4.67016868066e-20	7.86338569808e-23	6.00781278897e-21	0.999522374858	66306231.244	-39074.1429159	14993.4132156	-39006.9283421	-1380.68154272	69250.8408427	14967.6145327	69250.763667	-1614.3554842	0.000675960581049	66369551.4806	-39044.1915939	14981.9058879	-39044.178656	-1379.62321528	69197.6913626	14981.9081047	69197.6811995	-1613.11647896	0.00124455854563	0.0	0.0	0.0	-0.000476771673554	0.0	0.0	0.0	-0.000477739241221	0.00114787613794	66371195.5933
33	nan	nan	1	1	0.5	0.5	0.5	1.00127466667	-1.03320028387e-22	-6.2477468654e-21	-2.27784861182e-22	0.999509366021	1.65528146354e-20	-1.46617763575e-22	2.35746474578e-21	0.999508227856	66570987.7518	-39553.681802	14269.2996763	-39483.9320019	-1111.48929237	70868.320672	14244.1259393	70868.2290475	-1322.05351055	0.000734148321042	66636435.7162	-39522.7644208	14258.1297534	-39522.7498573	-1110.62048986	70812.8453723	14258.1297731	70812.8344557	-1321.01861493	0.00127385497213	0.0	0.0	0.0	-0.000490754379234	0.0	0.0	0.0	-0.000491893103578	0.00117678599267	66637804.1478
34	nan	nan	1	1	0.5	0.5	0.5	1.001304	-1.63174300523e-21	7.0637088409e-21	-3.12532099877e-22	0.999495370888	4.13507588215e-21	-2.66145362089e-22	-6.86353113266e-22	0.99949404698	66823406.4551	-39940.6209152	13417.2477494	-39868.4610989	-902.605933239	72458.7905313	13392.9928665	72458.6831717	-1094.06025481	0.000792882789625	66890988.2141	-39908.7981497	13406.5397738	-39908.7820115	-901.886780249	72400.9629517	13406.5378512	72400.9515784	-1093.18711221	0.00130315053039	0.0	0.0	0.0	-0.000504756480121	0.0	0.0	0.0	-0.000506081057418	0.00120571310863	66892143.0422
35	nan	nan	1	1	0.5	0.5	0.5	1.00133333333	1.50042808299e-21	-1.07769743094e-19	-3.80451382986e-22	0.999481359058	2.62290700434e-20	-4.31478087023e-22	2.08035924057e-22	0.999479835218	67064719.3499	-40250.608386	12451.2486984	-40176.1469034	-741.693504026	74025.5401624	12428.1970715	74025.4155567	-917.930506867	0.000852123856008	67134440.8799	-40217.9323216	12441.1216146	-40217.9146534	-741.091385806	73965.3323178	12441.1176193	73965.3205832	-917.183918362	0.00133244523045	0.0	0.0	0.0	-0.000518775482734	0.0	0.0	0.0	-0.000520300114632	0.00123465566654	67135431.8505
36	nan	nan	1	1	0.5	0.5	0.5	1.00136266667	4.32718857942e-22	-2.58246821215e-20	-5.01736740302e-22	0.999467332428	-5.02674556321e-20	-3.78435130243e-22	3.18340458741e-21	0.999465594969	67295891.5259	-40498.0140274	11384.8682878	-40421.3422295	-619.286688395	75570.4165447	11363.2942	75570.27343	-784.183979739	0.000911840346477	67367758.6385	-40464.5282778	11375.4349439	-40464.5092801	-618.774631706	75507.7999461	11375.4293709	75507.7882116	-783.534215774	0.00136173908234	0.0	0.0	0.0	-0.00053280948977	0.0	0.0	0.0	-0.000534547876262	0.00126361224216	67368626.077
37	nan	nan	1	1	0.5	0.5	0.5	1.001392	-1.61972303696e-21	-1.55958700642e-20	-2.63379476916e-22	0.999453292461	-1.69048833836e-20	-5.03959788198e-22	1.15102182237e-21	0.999451328211	67517694.4053	-40694.601847	10231.1420843	-40615.796431	-527.366373291	77093.8829096	10211.3069521	77093.7196311	-684.255099954	0.000972007643606	67591712.6951	-40660.3428872	10222.5088541	-40660.3227114	-526.922407198	77028.8296409	10222.5014024	77028.8178868	-683.677712628	0.00139103206614	0.0	0.0	0.0	-0.000546857038057	0.0	0.0	0.0	-0.000548822364446	0.0012925816763	67592488.6772
38	nan	nan	1	1	0.5	0.5	0.5	1.00142133333	-1.16125818245e-21	-2.04757186904e-20	5.20089810143e-23	0.999439240312	5.40897538451e-20	-5.14402943431e-22	4.60201933794e-21	0.999437036606	67730757.8326	-40848.9923033	9002.61599226	-40768.119713	-459.066931412	78595.8227799	8984.76887149	78595.6381089	-610.575506821	0.00103260591993	67806932.6422	-40813.9914577	8994.88240271	-40813.9704292	-458.673586806	78528.3059788	8994.87377921	78528.2946168	-610.050999238	0.00142032419188	0.0	0.0	0.0	-0.000560916972516	0.0	0.0	0.0	-0.00056312191739	0.00132156303769	67807642.06
39	nan	nan	1	1	0.5	0.5	0.5	1.00145066667	-1.9456321983e-21	9.70080199275e-20	1.99479774596e-22	0.999425176907	2.40538952252e-20	-5.55761974059e-22	-1.55551314191e-21	0.999422721585	67935608.494	-40967.0531571	7711.19793909	-40884.1732721	-408.932015133	80075.8727178	7695.57236496	80075.6647187	-556.572909329	0.00109361877096	68013944.8932	-40931.3384843	7704.45646495	-40931.3167215	-408.575512236	80005.8668083	7704.44611236	80005.8555441	-556.086328397	0.00144961546961	0.0	0.0	0.0	-0.000574988367133	0.0	0.0	0.0	-0.000577445104338	0.00135055554839	68014606.6492
40	nan	nan	1	1	0.5	0.5	0.5	1.00148	5.24634133633e-21	-1.01823865454e-20	3.54550290056e-22	0.999411103006	3.70778539698e-20	-7.63280910233e-22	8.85910436044e-22	0.9994083844	68132697.4834	-41052.6910834	6368.32091513	-40967.8607163	-372.777450275	81534.4169761	6355.13670543	81534.184422	-517.227474824	0.00115503223172	68213200.2599	-41016.2887658	6362.65667812	-41016.2666455	-372.44690037	81461.8970343	6362.64567203	81461.8862803	-516.767432209	0.0014789058794	0.0	0.0	0.0	-0.000589070461942	0.0	0.0	0.0	-0.000591790673563	0.00137955852539	68213828.676
41	nan	nan	1	1	0.5	0.5	0.5	1.00150933333	-8.45326887241e-22	-1.07177378378e-19	5.59018997721e-22	0.999397019238	2.85377311331e-21	-7.23989831137e-22	5.37750116221e-21	0.999394026193	68322421.4883	-41108.6847294	4984.76121194	-41021.9587193	-347.395457107	82972.5856502	4974.2203748	82972.3262347	-488.467414007	0.00121683400082	68405095.146	-41071.6198553	4980.25188038	-41071.5974075	-347.082234512	82897.5267089	4980.23943829	82897.5157938	-488.025534962	0.00150819543128	0.0	0.0	0.0	-0.000603162628011	0.0	0.0	0.0	-0.000606157483334	0.00140857138589	68405700.9231
