5	header
postResults v2.0.2	--cr f,p --co totalshear geom_load.spectralOut
addCauchy v2.0.2	postProc/geom_load.txt
addStrainTensors v2.0.2	--logarithmic --left postProc/geom_load.txt
addMises v2.0.2	--stress Cauchy --strain ln(V) postProc/geom_load.txt
inc	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	totalshear	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	Mises(ln(V))	Mises(Cauchy)
40	nan	nan	1	1	0.5	0.5	0.5	1.00148	-4.07386451682e-22	-6.87318846631e-20	-5.23398532593e-22	0.999402880828	1.56445806625e-19	-3.16603379455e-22	-2.56631815692e-21	0.999416410024	68088095.5326	107994.974318	19957.5796417	107770.977729	-346.514193784	24207.0250201	19916.4604733	24207.3547345	-330.954443203	0.00115012954369	68168559.019	107898.346352	19939.9926262	107898.336683	-346.204151933	24185.6933089	19939.9968615	24185.6953243	-330.662799575	0.0014789058794	0.0	0.0	0.0	-0.000597297518652	0.0	0.0	0.0	-0.000583760330911	0.00137964534096	68169175.2458
41	nan	nan	1	1	0.5	0.5	0.5	1.00150933333	-2.78966661584e-22	-1.80320203658e-19	-9.23960744222e-22	0.999388368248	1.62475436303e-19	-1.81359349302e-22	1.569791701e-20	0.99940253202	68289605.0365	110481.166064	21848.0017733	110247.183058	-321.311275576	22721.1065546	21802.0469214	22721.4302766	-302.440005215	0.00121131294759	68372248.919	110380.613346	21828.4265114	110380.60388	-321.018839108	22700.7490127	21828.4316955	22700.7507196	-302.169026552	0.00150819543128	0.0	0.0	0.0	-0.000611818875004	0.0	0.0	0.0	-0.000597646535118	0.00140864252239	68372849.5687
42	nan	nan	1	1	0.5	0.5	0.5	1.00153866667	-6.84491956888e-22	5.54940997301e-20	-1.2784076367e-21	0.999373840195	1.46309018411e-19	-4.26618400924e-22	3.60871759393e-21	0.999388643497	68484870.3502	112825.466539	23792.5490683	112581.584879	-303.917565198	21120.0025712	23741.4788636	21120.3163	-282.733528016	0.00127283219032	68569700.2235	112721.045201	23770.8808784	112721.035849	-303.636285806	21100.7683048	23770.8866238	21100.7691911	-282.476038843	0.0015374841353	0.0	0.0	0.0	-0.000626355924923	0.0	0.0	0.0	-0.000611543457588	0.00143764798739	68570293.33
43	nan	nan	1	1	0.5	0.5	0.5	1.001568	2.01232363519e-21	-2.57292461583e-20	-8.75570678387e-22	0.999359297564	-8.65164746281e-20	-9.90548783532e-23	-3.69022719601e-22	0.999374744934	68674201.5138	115040.025513	25775.6407865	114786.325199	-292.514843795	19430.3859024	25719.2031863	19430.6871131	-270.17871662	0.00133467710603	68761222.7537	114931.786832	25751.7870879	114931.777904	-292.239622883	19412.4043293	25751.7935463	19412.4051984	-269.928683585	0.00156677197153	0.0	0.0	0.0	-0.000640907773517	0.0	0.0	0.0	-0.000625450619467	0.00146666126278	68761814.6792
44	nan	nan	1	1	0.5	0.5	0.5	1.00159733333	2.11261928446e-21	3.16615787164e-20	-1.13861411318e-21	0.99934474123	-4.60656262745e-19	1.01122829885e-22	3.63433595911e-22	0.999360836716	68857880.9898	117136.65105	27784.0273438	116873.202072	-284.723196276	17676.6569326	27721.9942326	17676.9416295	-261.89443963	0.00139683837765	68947098.7588	117024.641021	27757.9063796	117024.632325	-284.450934323	17660.0383439	27757.9130619	17660.0383399	-261.648221355	0.00159605895001	0.0	0.0	0.0	-0.000655473545855	0.0	0.0	0.0	-0.000639367635933	0.00149568193302	68947693.2951
45	nan	nan	1	1	0.5	0.5	0.5	1.00162666667	-7.26678168128e-22	1.88535141116e-20	-7.29573300272e-22	0.999330172042	-3.54223863906e-19	-1.29660561018e-22	-5.87519651129e-21	0.999346919145	69036169.6198	119126.808173	29806.6673382	118853.670283	-279.574922078	15880.5127464	29738.8332599	15880.779028	-257.191020336	0.00145930722423	69127588.8764	119011.067117	29778.2068431	119011.059	-279.30329307	15865.3494525	29778.2140952	15865.3496031	-256.945444952	0.00162534508077	0.0	0.0	0.0	-0.000670052392974	0.0	0.0	0.0	-0.000653294205197	0.00152470961861	69128189.0387
46	nan	nan	1	1	0.5	0.5	0.5	1.001656	3.22310925681e-21	1.1910366845e-19	-3.96219513413e-22	0.999315590819	-7.72024209308e-20	1.83427300834e-22	-2.46391255085e-21	0.99933299248	69209310.3503	121021.463094	31834.3384309	120738.683894	-275.586702965	14061.2163079	31760.5164408	14061.4602155	-253.807843923	0.0015220753555	69302935.858	120902.025444	31803.4745125	120902.017707	-275.314722877	14047.5837258	31803.4816786	14047.5827782	-253.561773015	0.00165463034389	0.0	0.0	0.0	-0.00068464349588	0.0	0.0	0.0	-0.000667230068482	0.00155374394426	69303542.8357
47	nan	nan	1	1	0.5	0.5	0.5	1.00168533333	1.50009204086e-21	-8.53398102068e-20	-1.84874866906e-22	0.999300998355	1.06197996533e-19	1.25938248261e-22	1.54604903248e-21	0.999319056931	69377532.3481	122830.890521	33859.529822	122538.506312	-272.719374622	12235.3372316	33779.5512899	12235.5577154	-252.077610373	0.00158513470068	69473368.688	122707.784838	33826.2058124	122707.777855	-272.446045131	12223.2954077	33826.2134938	12223.2947848	-251.829519607	0.00168391474941	0.0	0.0	0.0	-0.000699246060554	0.0	0.0	0.0	-0.000681175016033	0.00158278457911	69473983.8542
48	nan	nan	1	1	0.5	0.5	0.5	1.00171466667	1.38345957449e-21	-1.10829794373e-20	2.05140791913e-22	0.999286395406	1.55398285777e-20	2.87445262862e-22	1.18696766674e-20	0.999305112711	69541053.0096	124564.438356	35875.8812147	124262.473464	-269.501071471	10417.4414689	35789.5915907	10417.6346835	-249.656284426	0.00164847746138	69639104.5909	124437.687635	35840.0469566	124437.681222	-269.226840274	10407.0361137	35840.054244	10407.0342046	-249.406917792	0.00171319830737	0.0	0.0	0.0	-0.000713859330954	0.0	0.0	0.0	-0.000695128835077	0.00161183120403	69639727.4416
49	nan	nan	1	1	0.5	0.5	0.5	1.001744	1.46328250361e-21	-9.00762463943e-20	5.70341032355e-22	0.999271782699	-2.41656059669e-19	3.42245978444e-22	9.18109087623e-21	0.999291160001	69700080.6806	126230.440748	37878.209777	125918.909361	-265.871964481	8619.78288444	37785.4702569	8619.94877847	-247.296134929	0.00171209586519	69800351.7554	126100.062894	37839.8207987	126100.057277	-265.597357057	8611.04686814	37839.8287265	8611.0456136	-247.045504131	0.00174248099784	0.0	0.0	0.0	-0.000728482580013	0.0	0.0	0.0	-0.000709091344855	0.00164088350013	69800982.1534
50	nan	nan	1	1	0.5	0.5	0.5	1.00177333333	6.33992580491e-21	2.67535025518e-20	1.13489180042e-21	0.999257160918	-2.89012770123e-19	6.41892155341e-22	-5.69377496189e-21	0.999277199012	69854814.9316	127836.129613	39861.8660172	127515.036331	-260.026716687	6853.22802006	39762.5488334	6853.36279258	-242.189191095	0.00177598232407	69957309.6059	127702.138071	39820.8832821	127702.133128	-259.754169475	6846.18208728	39820.8905454	6846.17943487	-241.940191827	0.00177176283086	0.0	0.0	0.0	-0.000743115123662	0.0	0.0	0.0	-0.000723062334576	0.00166994117305	69957945.1226
51	nan	nan	1	1	0.5	0.5	0.5	1.00180266667	-1.84461276599e-22	-6.37942367916e-20	1.46659122606e-21	0.999242530703	2.88909372546e-19	9.38436404941e-22	2.23080271448e-23	0.999263229931	70005447.6977	129387.676024	41823.0506016	129057.01772	-252.668017581	5126.7237029	41717.0428852	5126.82833621	-236.073788237	0.00184012920619	70110169.9465	129250.080466	41779.4398891	129250.07614	-252.399321227	5121.37784529	41779.4480649	5121.3762806	-235.827623838	0.00180104381646	0.0	0.0	0.0	-0.000757756321819	0.0	0.0	0.0	-0.000737041617454	0.00169900395111	70110809.3782
52	nan	nan	1	1	0.5	0.5	0.5	1.001832	6.4644164871e-22	-8.06740979617e-20	1.41117012502e-21	0.999227892654	3.65944082608e-19	1.11255792388e-21	6.82330947537e-21	0.99924925298	70152163.0071	130890.32923	43758.135368	130550.096502	-242.516581604	3448.2404238	43645.3330308	3448.31115623	-226.363566193	0.00190452907568	70259116.6835	130749.136165	43711.8673114	130749.1326	-242.254975879	3444.59439588	43711.8745118	3444.59141908	-226.124218648	0.00183032393472	0.0	0.0	0.0	-0.000772405574396	0.0	0.0	0.0	-0.000751028971669	0.00172807154456	70259756.8947
53	nan	nan	1	1	0.5	0.5	0.5	1.00186133333	3.08910599758e-21	-2.66881552834e-20	1.26641351782e-21	0.999213247324	1.70974510302e-19	1.55282480492e-21	5.4291482517e-22	0.999235268354	70295137.2699	132348.524413	45664.3167521	131998.701999	-231.731500722	1823.91968528	45544.630561	1823.95837996	-216.571149336	0.0019691744556	70404326.119	132203.737753	45615.3661616	132203.734479	-231.477991058	1821.96450557	45615.3746549	1821.96300568	-216.338992449	0.00185960319569	0.0	0.0	0.0	-0.00078706232831	0.0	0.0	0.0	-0.000765024202406	0.00175714370839	70404966.8014
54	nan	nan	1	1	0.5	0.5	0.5	1.00189066667	1.33506950866e-21	3.97278304597e-20	1.70068333941e-21	0.999198595223	1.92191072628e-19	1.30115510355e-21	-4.30782738321e-21	0.999221276292	70434539.6498	133766.113002	47538.7667606	133406.682229	-219.734889956	259.142831186	47412.1138871	259.145872608	-204.468347135	0.00203405810985	70545967.3164	133617.734429	47487.1128102	133617.732026	-219.491151473	258.861255708	47487.1200027	258.858417931	-204.246179027	0.00188888160939	0.0	0.0	0.0	-0.000801726073479	0.0	0.0	0.0	-0.000779027070807	0.00178622019756	70546606.7503
55	nan	nan	1	1	0.5	0.5	0.5	1.00192	4.84893275079e-21	-4.78474353525e-20	5.48420746123e-22	0.999183936825	5.87236196367e-20	1.28564546706e-21	1.09437029017e-20	0.999207276995	70570531.9262	135146.40507	49379.6414062	134777.342008	-209.366563826	-1242.48220044	49245.9536652	-1242.51236402	-194.727916138	0.00209917277743	70684201.967	134994.434415	49325.2667127	134994.431855	-209.131133414	-1241.11403358	49325.2755778	-1241.11517245	-194.513490305	0.0019181591559	0.0	0.0	0.0	-0.000816396335818	0.0	0.0	0.0	-0.000793037376032	0.00181530077171	70684842.1736
56	nan	nan	1	1	0.5	0.5	0.5	1.00194933333	-1.35244030152e-22	3.78894215483e-20	2.49808544991e-22	0.999169272569	1.54711105483e-19	1.39628087399e-21	-2.33588050167e-21	0.999193270718	70703269.7359	136492.326403	51184.9572285	136113.606173	-199.77156877	-2677.90577987	51044.1699865	-2677.97245069	-184.651340063	0.00216451147121	70819185.6258	136336.761868	51127.8481106	136336.760347	-199.543882921	-2674.91793256	51127.855372	-2674.92028248	-184.445317127	0.00194743584527	0.0	0.0	0.0	-0.000831072676249	0.0	0.0	0.0	-0.000807054863183	0.00184438520455	70819826.8377
57	nan	nan	1	1	0.5	0.5	0.5	1.00197866667	2.46747976725e-21	1.6601556253e-19	-1.47238149034e-22	0.999154602865	1.54136008163e-19	1.37146545561e-21	-5.07193547405e-21	0.999179257673	70832901.9724	137806.377612	52953.8360255	137417.970012	-193.129825354	-4045.69424374	52805.8985613	-4045.79469854	-178.617471058	0.00223006718549	70951067.1156	137647.216085	52893.9813667	137647.21396	-192.906767188	-4041.12132388	52893.9906257	-4041.12194775	-178.415576567	0.00197671168752	0.0	0.0	0.0	-0.000845754684686	0.0	0.0	0.0	-0.000821079320386	0.00187347329369	70951712.8276
58	nan	nan	1	1	0.5	0.5	0.5	1.002008	2.02245659769e-21	-7.06635581886e-20	-1.01991369528e-21	0.9991399281	-5.89850914283e-19	1.29102214104e-21	5.57726528014e-22	0.999165238124	70959572.2306	139090.784578	54685.1238317	138692.660754	-187.684180959	-5344.73697688	54529.9860504	-5344.87402408	-172.688645115	0.00229583319753	71079989.9661	138928.021798	54622.5154457	138928.020912	-187.464554625	-5338.61784736	54622.5229307	-5338.61950076	-172.490935819	0.00200598666274	0.0	0.0	0.0	-0.000860441974045	0.0	0.0	0.0	-0.000835110483711	0.00190256480747	71080640.8144
59	nan	nan	1	1	0.5	0.5	0.5	1.00203733333	-6.13064910994e-21	3.03964059695e-20	-1.37394699745e-21	0.999125248639	-3.04015551688e-19	1.50815705184e-21	-4.95419148373e-21	0.999151212282	71083417.5962	140347.329372	56378.7486118	139939.455172	-184.669350274	-6575.34747189	56216.373216	-6575.51839904	-170.458305286	0.00236180276966	71206091.2081	140180.960317	56313.380051	140180.958451	-184.450441475	-6567.72365952	56313.3897324	-6567.72371716	-170.260666737	0.00203526078096	0.0	0.0	0.0	-0.000875134179235	0.0	0.0	0.0	-0.000849148142259	0.00193165955908	71206750.2268
60	nan	nan	1	1	0.5	0.5	0.5	1.00206666667	-4.78730779515e-21	4.88971275498e-20	-1.55675391282e-21	0.999110564824	-1.41953705691e-19	8.27180612553e-22	7.10548146183e-21	0.999137180409	71204569.9191	141577.553754	58034.1596644	141159.898788	-182.19866174	-7737.9610996	57864.5078213	-7738.16812124	-167.576636221	0.00242796945148	71329502.6403	141407.572813	57966.0267833	141407.572361	-181.979910256	-7728.87662958	57966.0345973	-7728.87751645	-167.379899004	0.00206453405221	0.0	0.0	0.0	-0.000889830958165	0.0	0.0	0.0	-0.000863192034073	0.00196075735272	71330169.7341
61	nan	nan	1	1	0.5	0.5	0.5	1.002096	-4.35221079295e-21	-4.65380084428e-20	-1.74204237004e-21	0.999095876982	1.04069040431e-19	8.02365194176e-22	-3.29207544038e-21	0.999123142705	71323154.7029	142782.598817	59651.7929306	142355.127727	-181.113530868	-8834.24967855	59474.8376401	-8834.49030806	-167.376890053	0.00249432679817	71450349.7242	142609.000195	59580.8927443	142608.998487	-180.893328549	-8823.74957591	59580.9028201	-8823.7491158	-167.17795131	0.00209380645658	0.0	0.0	0.0	-0.000904531983738	0.0	0.0	0.0	-0.000877241959238	0.00198985799813	71451026.8699
62	nan	nan	1	1	0.5	0.5	0.5	1.00212533333	-2.63291588976e-21	2.82708413084e-19	-1.76354906596e-21	0.999081185415	1.73930647016e-19	5.85230283381e-22	-5.37460603006e-21	0.999109099416	71439292.1209	143963.446186	61231.3946293	143526.129395	-179.945639844	-9865.87322446	61047.1063002	-9866.14906447	-165.91409564	0.00256086865115	71568752.5939	143786.224016	61157.7261144	143786.223806	-179.724122802	-9854.00342738	61157.7343177	-9854.00361789	-165.714481617	0.0021230780041	0.0	0.0	0.0	-0.00091923695386	0.0	0.0	0.0	-0.000891297671787	0.00201896131834	71569439.0507
63	nan	nan	1	1	0.5	0.5	0.5	1.00215466667	-7.12822892868e-21	-2.0421848553e-20	-2.1878927202e-21	0.999066490416	4.89489504152e-19	2.27474668452e-22	-3.67314720883e-21	0.999095050729	71553096.5606	145120.771104	62773.5540555	144673.574498	-179.40331979	-10835.5614818	62581.9144125	-10835.8703432	-166.35301505	0.00262758888254	71684825.6052	144939.919778	62697.1171357	144939.918132	-179.179745121	-10822.3674392	62697.1275366	-10822.3665456	-166.150453442	0.0021523487048	0.0	0.0	0.0	-0.000933945575427	0.0	0.0	0.0	-0.000905358984791	0.00204806715885	71685522.5545
64	nan	nan	1	1	0.5	0.5	0.5	1.002184	-1.12620640399e-21	1.45509341554e-19	-2.21105377735e-21	0.999051792246	-3.29390971339e-19	7.4591011737e-22	-2.99578968473e-21	0.999080996879	71664677.1438	146255.166532	64278.0674344	145798.063184	-178.560143631	-11745.9004743	64079.055598	-11746.2434548	-165.301079717	0.00269448165334	71798677.8501	146070.680756	64198.8639247	146070.680661	-178.334908465	-11731.427162	64198.8724876	-11731.4267827	-165.097395534	0.00218161853878	0.0	0.0	0.0	-0.000948657587352	0.0	0.0	0.0	-0.000919425663266	0.00207717534028	71799384.3033
65	nan	nan	1	1	0.5	0.5	0.5	1.00221333333	-8.57869013279e-21	1.83443844446e-20	-1.90086104765e-21	0.999037091165	-2.2964643115e-19	5.57519732861e-22	-8.02608178481e-21	0.999066938043	71774137.7775	147367.048602	65745.501169	146900.007287	-177.879564197	-12600.3537018	65539.1072877	-12600.7289808	-165.579050212	0.00276154117138	71910413.2124	147178.92359	65663.5338225	147178.921991	-177.652487687	-12584.6443751	65663.5444544	-12584.6432119	-165.37261669	0.00221088751605	0.0	0.0	0.0	-0.000963372729528	0.0	0.0	0.0	-0.000933497530273	0.00210628572261	71911129.8104
66	nan	nan	1	1	0.5	0.5	0.5	1.00224266667	1.34127336325e-21	-2.07870487935e-20	-2.96957839907e-22	0.999022387392	-8.96037194693e-20	8.39588321741e-22	-4.6441021516e-21	0.999052874445	71881577.1424	148456.847359	67175.6328815	147979.844578	-176.878683436	-13402.1220857	66961.8449227	-13402.5303245	-164.444108197	0.00282876192976	72020130.3508	148265.078781	67090.906352	148265.078751	-176.650201058	-13385.2184073	67090.9152467	-13385.2176561	-164.236699975	0.00224015564666	0.0	0.0	0.0	-0.000978090782878	0.0	0.0	0.0	-0.000947574361816	0.00213539816428	72020856.1124
67	nan	nan	1	1	0.5	0.5	0.5	1.002272	3.88981683053e-21	4.93218847944e-20	-5.29395592034e-23	0.999007681148	5.07046826244e-19	7.74861438809e-22	1.01236567219e-21	0.999038806262	71987089.4152	149524.925965	68568.9965683	149037.933917	-175.846586962	-14155.0532286	68347.813053	-14155.4929745	-164.378068333	0.00289613848872	72127923.4253	149329.510019	68481.5164576	149329.50856	-175.616770917	-14136.9942561	68481.5272603	-14136.9929884	-164.168355309	0.00226942291069	0.0	0.0	0.0	-0.000992811526306	0.0	0.0	0.0	-0.000961655980929	0.00216451251857	72128658.7446
68	nan	nan	1	1	0.5	0.5	0.5	1.00230133333	2.33306291771e-21	2.49818884749e-19	7.92439026826e-22	0.998992972615	-2.71796660034e-19	6.20592254568e-22	-4.40685641216e-21	0.99902473371	72090763.7036	150571.748531	69925.4336149	150074.746756	-174.59378972	-14862.5592795	69696.851199	-14863.0308367	-163.109355279	0.00296366568215	72233881.5277	150372.681772	69835.2073344	150372.681888	-174.362964083	-14843.3818018	69835.2165204	-14843.3808333	-162.898891794	0.00229868931818	0.0	0.0	0.0	-0.00100753477774	0.0	0.0	0.0	-0.000975742171601	0.00219362865912	72234625.5614
69	nan	nan	1	1	0.5	0.5	0.5	1.00233066667	-2.95923864141e-21	9.85502981796e-20	1.58901395671e-21	0.998978261976	4.80464136489e-19	7.29159709965e-22	1.00817807034e-20	0.999010656966	72192685.1673	151597.788396	71245.562031	151090.751811	-173.120203695	-15528.4936196	71009.5869436	-15528.9959133	-162.652070777	0.00303133842349	72338089.8066	151395.067704	71152.5977954	151395.066524	-172.888702644	-15508.2313815	71152.6086826	-15508.230117	-162.439835446	0.00232795487914	0.0	0.0	0.0	-0.00102226035411	0.0	0.0	0.0	-0.000989832756848	0.00222274647206	72338842.712
70	nan	nan	1	1	0.5	0.5	0.5	1.00236	6.18524303037e-21	9.9654170707e-20	2.33595804985e-21	0.998963549378	-4.56143372118e-19	4.58878444814e-22	8.42162921398e-21	0.998996576242	72292934.0891	152603.646765	72529.3921876	152086.556723	-171.550436227	-16156.130643	72286.0288335	-16156.6636904	-161.221262838	0.00309915189115	72440628.5331	152397.269139	72433.6997838	152397.269516	-171.318435403	-16134.8148849	72433.7091701	-16134.8137939	-161.008553897	0.00235721957368	0.0	0.0	0.0	-0.00103698810836	0.0	0.0	0.0	-0.00100392752464	0.00225186582428	72441389.6331
71	nan	nan	1	1	0.5	0.5	0.5	1.00238933333	-2.59321122035e-21	3.83067341673e-20	3.1631386624e-21	0.998948834974	1.44120712101e-19	-1.45376992656e-22	6.53762197131e-21	0.998982491711	72391587.2458	153589.938289	73777.7232363	153062.771215	-169.709880481	-16749.0141129	73526.9841725	-16749.5771781	-160.422339024	0.0031671013555	72541574.4769	153379.900792	73679.3129668	153379.900071	-169.477798622	-16726.6730197	73679.3238184	-16726.6717762	-160.208355657	0.00238648341182	0.0	0.0	0.0	-0.00105171788742	0.0	0.0	0.0	-0.00101802630198	0.00228098661345	72542343.807
72	nan	nan	1	1	0.5	0.5	0.5	1.00241866667	1.9174046599e-21	-1.57956341822e-19	2.79504328982e-21	0.998934118883	-2.10958559956e-19	5.86677849453e-22	-2.0926842317e-20	0.998968403571	72488716.7313	154557.372429	74990.8170673	154020.110087	-167.88461501	-17310.0568132	74732.7127557	-17310.6497009	-158.863157748	0.0032351823375	72640999.7241	154343.672016	74889.700429	154343.672765	-167.652487541	-17286.7161587	74889.709895	-17286.7149449	-158.648948741	0.00241574640359	0.0	0.0	0.0	-0.00106644957225	0.0	0.0	0.0	-0.00103212889082	0.00231010874054	72641776.7652
73	nan	nan	1	1	0.5	0.5	0.5	1.002448	2.33554445954e-21	2.38647810576e-19	3.05477800216e-21	0.998919401234	1.29104240697e-18	3.8546616545e-22	7.08159662164e-21	0.99895431199	72584391.589	155506.646719	76169.6628039	154959.265993	-165.769482628	-17842.3366451	75904.2102514	-17842.9589509	-157.783261958	0.00330339045917	72738973.3133	155289.280216	76065.8514822	155289.280064	-165.537770778	-17818.0193975	76065.8621361	-17818.0181418	-157.568219796	0.00244500852909	0.0	0.0	0.0	-0.00108118303379	0.0	0.0	0.0	-0.00104623512315	0.00233923209308	72739758.0135
74	nan	nan	1	1	0.5	0.5	0.5	1.00247733333	7.35280846498e-21	-7.25358815051e-20	3.88278579532e-21	0.998904682128	5.31175064327e-19	6.88214269644e-22	3.79975754134e-21	0.998940217149	72678676.5006	156438.498667	77314.7740906	155880.980847	-163.752159037	-18348.3542294	77041.9879372	-18349.0056295	-156.123904693	0.00337172158005	72835559.921	156217.462667	77208.2805555	156217.463879	-163.520789377	-18323.0811671	77208.2899554	-18323.079845	-155.908859293	0.00247426979834	0.0	0.0	0.0	-0.00109591817101	0.0	0.0	0.0	-0.00106034481792	0.00236835658377	72836351.8933
75	nan	nan	1	1	0.5	0.5	0.5	1.00250666667	-4.43244731237e-21	3.80702432302e-19	3.27149932265e-21	0.998889961679	-3.28630171971e-19	1.36112569796e-21	9.46377338822e-21	0.998926119204	72771633.416	157353.612849	78427.2879694	156785.934751	-161.440125254	-18830.7489101	78147.187794	-18831.4292799	-154.824865663	0.00344017166542	72930821.4942	157128.903745	78318.1245762	157128.904264	-161.209580398	-18804.5382824	78318.134907	-18804.5370241	-154.609364042	0.00250353022136	0.0	0.0	0.0	-0.00111065486984	0.0	0.0	0.0	-0.00107445781912	0.00239748212913	72931620.627
76	nan	nan	1	1	0.5	0.5	0.5	1.002536	4.2107629082e-21	8.79359165593e-20	3.51551760335e-21	0.998875239973	-2.12518209001e-19	1.6278914455e-21	-1.23600429055e-20	0.998912018317	72863320.2354	158252.676182	79507.877577	157674.818349	-159.312691367	-19291.6195598	79220.4805346	-19292.3284722	-153.07382727	0.00350873689794	73024815.9297	158024.290124	79396.0571561	158024.291914	-159.082775523	-19264.4876946	79396.0663638	-19264.4862962	-152.858543196	0.00253278977827	0.0	0.0	0.0	-0.00112539304427	0.0	0.0	0.0	-0.0010885739647	0.00242660863331	73025621.9463
77	nan	nan	1	1	0.5	0.5	0.5	1.00256533333	5.59835838576e-21	2.18871990082e-21	2.97950456642e-21	0.998860517114	-3.07635707639e-19	9.34300501879e-22	1.01040111823e-21	0.998897914628	72953792.4512	159136.286503	80557.7608906	158548.225673	-156.923021704	-19733.1961158	80263.0876686	-19733.9336646	-151.600957381	0.00357741356504	73117598.718	158904.219485	80443.2959295	158904.220777	-156.69418227	-19705.15711	80443.3058082	-19705.1558463	-151.385546755	0.00256204847908	0.0	0.0	0.0	-0.00114013259022	0.0	0.0	0.0	-0.00110269311465	0.00245573602151	73118411.4862
78	nan	nan	1	1	0.5	0.5	0.5	1.00259466667	8.57910372309e-21	-1.75997150981e-19	2.32355034066e-21	0.99884579318	-4.44178618148e-19	9.75659532506e-22	-9.5384264385e-22	0.998883808281	73043101.9429	160005.037414	81577.6980152	159406.753517	-154.723960264	-20157.2382927	81275.7670756	-20158.0040074	-149.776120836	0.00364619815109	73209221.7364	159769.285243	81460.6012465	159769.287641	-154.495989257	-20128.304558	81460.6101789	-20128.3031099	-149.561131933	0.00259130633382	0.0	0.0	0.0	-0.00115487342968	0.0	0.0	0.0	-0.00111681512491	0.00248486422646	73210041.0372
79	nan	nan	1	1	0.5	0.5	0.5	1.002624	-4.66116275174e-22	-2.24621308929e-19	2.01253043034e-21	0.998831068265	-1.24512602475e-19	5.29395592034e-22	1.66918843759e-20	0.9988696994	73131298.4235	160859.428346	82568.8999756	160250.898355	-152.273581195	-20565.6219251	82259.7321722	-20566.4160897	-148.147694032	0.00371508724015	73299734.6968	160619.986752	82449.1836794	160619.988809	-152.046919759	-20535.8039175	82449.1930874	-20535.8026809	-147.932895322	0.00262056332258	0.0	0.0	0.0	-0.00116961546858	0.0	0.0	0.0	-0.00113093987148	0.0025139931621	73300560.3675
80	nan	nan	1	1	0.5	0.5	0.5	1.00265333333	2.69826315815e-21	9.08823339012e-21	9.66974136074e-22	0.998816342445	1.96054212884e-19	2.19202862327e-23	8.09375549868e-21	0.99885558811	73218428.4098	161699.972861	83532.1333642	161081.176428	-150.044521003	-20959.8033387	83215.7477002	-20960.6254371	-146.245560603	0.00378407759026	73389184.1145	161456.837442	83409.8099471	161456.840457	-149.818910962	-20929.1100634	83409.818564	-20929.1086078	-146.031400423	0.0026498194554	0.0	0.0	0.0	-0.00118435863088	0.0	0.0	0.0	-0.00114506722932	0.0025431227681	73390015.9956
81	nan	nan	1	1	0.5	0.5	0.5	1.00268266667	6.04296796501e-21	4.33719746483e-20	4.6983858793e-22	0.998801615804	3.19113872614e-19	-4.23516473627e-22	3.00266562357e-21	0.998841474519	73304536.5569	162527.079765	84468.5558212	161897.994337	-147.573287439	-21341.3382914	84144.9728494	-21342.1887703	-144.489125397	0.00385316605477	73477614.6446	162280.246115	84343.6371922	162280.248923	-147.34916446	-21309.7770708	84343.6461059	-21309.7758926	-144.275443711	0.0026790747423	0.0	0.0	0.0	-0.00119910283253	0.0	0.0	0.0	-0.00115919709041	0.00257225298704	73478452.5577
82	nan	nan	1	1	0.5	0.5	0.5	1.002712	1.55964904497e-21	-1.11912160204e-19	2.32437752127e-22	0.998786888417	4.71563259507e-19	-2.98198610825e-22	-2.32344694308e-21	0.998827358735	73389664.6435	163341.196555	85378.8926816	162701.801757	-145.333500773	-21711.430553	85048.1316406	-21712.308874	-142.546085708	0.00392234964092	73565068.0646	163090.660184	85251.3908329	163090.663769	-145.110585008	-21679.0074629	85251.399135	-21679.0060503	-142.333212375	0.00270832916337	0.0	0.0	0.0	-0.00121384799849	0.0	0.0	0.0	-0.00117332934674	0.00260138374457	73565911.9037
83	nan	nan	1	1	0.5	0.5	0.5	1.00274133333	2.15439190539e-21	2.36031024708e-19	-1.41365166685e-21	0.998772160361	9.53853397198e-19	-6.3982420381e-22	-6.4361889487e-21	0.998813240853	73473852.8188	164142.671457	86264.2015021	163492.945378	-142.851696015	-22071.3755157	85926.2825407	-22072.2822533	-140.658314799	0.00399162544237	73651584.524	163888.427917	86134.1279632	163888.431375	-142.63043045	-22038.0951761	86134.1364116	-22038.0940978	-140.446223057	0.00273758272866	0.0	0.0	0.0	-0.00122859405168	0.0	0.0	0.0	-0.00118746390328	0.00263051498992	73652434.0705
